,score,summary
426,1,"конгрессмены прибыли в киев из западной украины на поезде. они осмотрели соседние город бучу и село бородянка. о возможном визите в киев официальных лиц сша писала politico, затем информацию подтвердил президент сша джо байден"
427,1,"по данным издания, vk предложил за покупку сервиса 65-80 млрд руб., в то время как нидерландская prosus оценивает актив в 213 млрд руб. кроме этого, владелец avito полагает, что vk «тестно связан с государством»"
428,0,"по данным издания, vk предложил за покупку сервиса 65–80 млрд руб., в то время как нидерландская prosus оценивает актив в 213 млрд руб. кроме этого, владелец avito полагает, что vk «тесно связан с государством»"
429,1,"при этом акционеры skyeng ведут переговоры и с другими крупными игроками рынка онлайн-образования, пишет издание"
430,0,"москва, 27 июл - риа новости/прайм. siemens не выполняет работы по ремонту неисправных двигателей для ""северного потока"", сообщил зампред правления ""газпрома"" виталий маркелов.
""еще один вопрос связан с неисправными двигателями, которые находятся на компрессорной станции в состоянии вынужденного простоя из-за аварийных отказов. компания siemens не выполняет работ по устранению данных проблем"", - сказал он в эфире телеканала ""россия 24"".
""газпром"" 25 июля сообщил, что останавливает на компрессорной станции (кс) ""портовая"" - критически важном объекте для ""северного потока"" - эксплуатацию еще одного газотурбинного двигателя siemens. это связано с необходимостью отправить его на регламентный ремонт (в соответствии с предписанием ростехнадзора и с учетом технического состояния двигателя). теперь суточная производительность ""портовой"" не превышает 33 миллиона кубометров в сутки.

компания снизила поставки по магистрали с середины июня - сначала примерно до 60% от проектной мощности (не более 100 миллионов кубометров), а затем - до примерно 40% (не более 67 миллионов кубометров). тогда ""газпром"" объяснил это задержками в возврате газоперекачивающих агрегатов (гпа) для магистрали из ремонта с канадского завода (канада наложила на компанию санкции), выработкой у гпа межремонтного ресурса и техническими неисправностями двигателей.
"
431,0,"англо-голландская shell отстранилась от управления сп с «газпром нефтью» — «салым петролеум девелопмент» и обнулила стоимость актива, следует из отчета компании."
432,0,"shell, осудившая еще в марте действия россии на украине, продала лукойлу свой розничный бизнес из 411 азс в стране и завод смазочных материалов. это первый крупный актив в рф, от которого shell удалось избавиться в рамках поэтапного выхода. по оценке аналитиков, благодаря сделке доля заправок лукойла в ряде крупных регионов может превысить 30%. по мнению собеседников “ъ”, сделка прошла с дисконтом к рыночной цене и не содержит условий обратного выкупа активов."
433,0,"чистые расходы компании shell от продажи сети азс и завода смазочных материалов в торжке компании лукойл составили $83 млн, сообщается в квартальном отчете британско-нидерландской компании."
434,0,"англо-голландская shell отстранилась от управления сп с «газпром нефтью» — «салым петролеум девелопмент» — и обнулила стоимость актива, следует из отчета компании."
435,0,shell объявила о решении продать доли в совместных предприятиях с «газпромом» в конце февраля. на минувшей неделе компания приступила к поэтапному выводу сотрудников из проектов
436,0,"«газпром» объявил о форс-мажорных обстоятельствах в отношении поставок газа в европу как минимум одному крупному потребителю, со ссылкой на письмо компании сообщил reuters."
437,1,"параг агравал сообщил, что пока неизвестно, в каком направлении будет двигаться компания после того, как будет закрыта сделка с маском. он также заверил сотрудников, что увольнения не планируются"
438,0,"два ведущих оборонных подрядчика сша — компании raytheon и lockheed martin — сообщили о проблемах с продажами из-за недостатка запчастей и рабочей силы, пишет financial times."
439,0,"немецкая компания rwe получила от «газпрома» письмо о форс-мажоре, сообщили рбк в ее пресс-службе."
440,0,"пополнить баланс app store и itunes с «qiwi кошелька» нельзя из-за решения поставщика услуги. речь идет не об apple, о дистрибьюторе кодов для пополнения сервисов в россии"
441,1,крупнейший в россии производитель серебра polymetal предупредил об увеличении числа серебряных слитков на своих складах. компания не может их поставлять на основной рынок — в европу — из-за западных санкций
442,1,"polymetal отложил строительство производства на крупном золоторудном проекте ведуга в красноярском крае на год-полтора, чтобы перепроектировать его под оборудование из китая и россии. компания планировал вложить в него $447 млн"
443,0,"polymetal первым из крупных российских промышленных холдингов рассматривает вариант разделения бизнеса из-за санкций. компания, зарегистрированная на острове джерси, может продать российские активы и сосредоточиться на развитии казахстанского бизнеса, на который сейчас приходится треть выручки. такая сделка позволит polymetal сохранить доступ к иностранным рынкам капитала. российские активы, вероятно, отойдут крупнейшему акционеру холдинга, группе ист."
444,0,главной целью возможной сделки в polymetal назвали «восстановление акционерной стоимости компании за счет переоценки рынком активов в казахстане до справедливой стоимости и снижения рисков текущей деятельности»
445,0,"мкб и россельхозбанку грозит отключение от swift, под новые санкции ес также может попасть сбербанк, узнала politico. в марте евросоюз отключил от международной системы семь российских банков"
446,1,"члены правления swedish match одобрили сделку, она может быть заключена до 30 сентября. philip morris выкупит акции компании по цене, почти на 40% превышающей рыночную"
447,0,госзаказчики не смогли закупить препарат от пневмококка и комбинированную вакцину: зарубежные компании и их российские партнеры отказались от аукционов. поставки стали невыгодны из-за валютных колебаний и подорожания логистики
448,0,"польская энергетическая компания pgnig получила письмо от «газпрома», в котором говорится о полной приостановке поставок по ямальскому контракту."
449,1,"в компании подчеркнули, что новая процедура оплаты российского газа не нарушает санкции. прежде в omv отрицали планы открыть рублевый счет"
450,0,"nokia уходит с российского рынка, заявил reuters глава компании пекка лундмарк."
451,1,"по данным издания, маск пока не смог найти партнеров для финансирования заявки на покупку twitter, поскольку некоторые потенциальные инвесторы сомневаются из-за «непредсказуемого поведения» предпринимателя"
452,1,американский бизнесмен илон маск готов инвестировать $10-15 млрд собственных средств на финансорование заявки стоимостью в $43 млрд по приобретению twitter.
453,1,"по словам источников издания, из-за принятых советом директоров twitter мер по защите от поглощения, маск начал поиск потенциальных партнеров для совместного приобретения соцсети"
454,0,стриминговый сервис netflix потерял 200 тыс. подписчиков из-за инфляции и конкуренции на рынке. еще 700 тыс. подписчиков сервис потерял из-за решения уйти из российского рынка
455,1,"американский стриминг-сервис netflix объявил, что работает над спин-оффом сериала «очень странные дела» (stranger things)."
456,0,"вопреки прогнозу в 2 млн пользователей сервис отчитался о потере 970 тыс. абонентов. наибольший отток — 1,3 млн — зафиксирован в сша и канаде из-за подорожания подписки"
457,0,"сайт стриминг-сервиса в россии открывается только с помощью vpn, однако пользователи в других странах также сообщают о проблемах с доступом. в начале марта netflix приостановил деятельность в россии"
458,1,"участниками шоу станут 456 человек. они будут соревноваться за $4,56 млн, это самый большой единовременный денежный приз в истории реалити"
459,1,netflix добавит более дешевый тариф для своего стримингового сервиса с рекламными вставками из-за падения числа платных подписчиков.
460,1,"компания netflix анонсировала выход второго сезона южнокорейского сериала в жанре выживания «игра в кальмара», выпустив 10-секундный ролик."
461,1,"twitter за шесть лет к 2028 году нарастит свой годовой доход до $26,4 млрд, тогда как в прошлом году социальная сеть заработала $5 млрд, говорится в презентации бизнесмена илона маска для инвесторов, сообщила the new york times."
462,0,"apple с 2016 года активно работает над устройствами для дополненной реальности. ранее выпустить vr-гарнитуру компании мешала недостаточная вычислительная мощность устройства, представить ее в этом году не даст проблема с батареей"
463,0,россия допустила дефолт по внешним долговым обязательствам по мнению moody's.
464,0,"минфин произвел купонные выплаты на $22,9 млн по еврооблигациям в белорусских рублях, что в международном рейтинговом агентстве расценили как неуплату долга"
465,0,"минфин произвел купонные выплаты на $22,9 млн по еврооблигациям в белорусских рублях, что в международном рейтинговом агентстве расценили как неуплату долга"
466,0,"агентство отметило, что выплата купонного дохода в рублях, которую минфин провел 4 апреля, противоречит условиям контрактов. moody's расценит ее как дефолт, если к концу льготного периода инвесторам не поступят выплаты в долларах"
467,0,"агентство moody's рассмотрело гипотетический сценарий конфликта между россией и нато. военная эскалация маловероятна, пишут эксперты, в том числе из-за суровых гуманитарных, политических и экономических последствий"
468,1,"криптовалюты в условиях санкций неэффективны для россии из-за ограниченного рынка и применения на биржах механизмов по отслеживанию платежей, считают в moody's. разрешить криптоактивы для внешней торговли просил российский бизнес"
469,0,"ранее об отзыве суверенного рейтинга россии сообщило агентство fitch, объяснив это санкциями европейского союза"
470,0,"ранее об отзыве суверенного рейтинга россии сообщило агентство fitch, объяснив это санкциями европейского союза"
471,0,"всего эксперты агентства насчитали семь главных рисков, которые угрожают развитию экономик стран «большой двадцатки», однако украинский кризис по своим последствиям и угрозам они поместили на первое место"
472,0,"москва, 28 июл - риа новости/прайм. международная платежная система mastercard оценила потери во втором квартале в связи с приостановкой деятельности в россии в 26 миллионов долларов, сообщила компания в финансовой отчетности.
""убыток до налогообложения во втором квартале 2022 года в 26 миллионов долларов сша был напрямую связан с введенными санкциями и приостановкой нашей деятельности в рф"", - сообщила компания.
общие потери составили 33 миллиона долларов, в основном за счет дополнительных расходов на сотрудников, что частично скомпенсировала прибыль в 6 миллионов долларов, уточняет компания.
в апреле компания отчиталась, что в связи с введенными санкциями и приостановкой деловых операций в россии квартальный убыток от деятельности в рф составил 4 миллиона долларов.
masterсard inc. - оператор одной из крупнейших платежных систем в мире. международные системы visa и mastercard в начале марта сообщили, что приостанавливают операции в россии.
*сообщение носит информационный характер, не является индивидуальной инвестиционной рекомендацией или предложением приобрести упомянутые ценные бумаги. приобретение иностранных ценных бумаг связано с дополнительными рисками"
473,0,"издание утверждает, что один из мировых лидеров в морских перевозках энергоносителей продает танкеры, чтобы погасить имеющиеся западные кредиты"
474,0,"москва, 29 июл - риа новости. американская компания kraft heinz продает свой бизнес по производству детского питания в россии, пишет в пятницу газета коммерсант со ссылкой на источники в инвесткругах и крупных производителях продуктов.
""по информации ""ъ"", компания выставила на продажу свой бизнес по выпуску детского питания, включающий два завода мощностью 30 тысяч тонн продукции в год и локальные бренды, стоимость которого оценивается в 3 миллиарда рублей"", - говорится в материале газеты.
газета уточняет, что на продажу, согласно ее данным, выставлены предприятия ""хайнц-георгиевск"" в ставропольском крае, ивановский комбинат детского питания и бренды ""умница"" и ""сами с усами"".
kraft heinz также владеет предприятием ""петропродукт-отрадное"" в ленинградской области, этот бизнес концерн не продает, добавляет газета со ссылкой на источники в отрасли. среди потенциальных покупателей источники издания называют ""family offices, также продажа обсуждалась с гк ""черноголовка"".
""по словам одного из собеседников ""ъ"", kraft heinz оценивает российский бизнес детского питания в 2,5-3 миллиарда рублей. управляющий директор управления инвестиционного бизнеса россельхозбанка илья шумов отмечает, что это примерно соответствует балансовой стоимости собственного капитала ооо ""хайнц-георгиевск"" и ооо ""ивановский комбинат детского питания"""", - добавляется в материале.
"
475,0,"из-за кризиса, возникшего из-за военных действий рф на украине, американский производитель питания kraft heinz намерен сократить свое присутствие на российском рынке. по информации “ъ”, компания выставила на продажу свой бизнес по выпуску детского питания, включающий два завода мощностью 30 тыс. тонн продукции в год и локальные бренды, стоимость которого оценивается в 3 млрд руб. рынок детского питания пострадал в разгар пандемии, но интерес к активам должен быть высоким."
476,0,американская компания johnson & johnson решила приостановить поставки средств личной гигиены в россию.
477,0,"аналитики jpmorgan chase & co. ухудшили прогноз по росту экономики сша, сообщает bloomberg."
478,0,материал дополняется.
479,0,минэкономики германии прорабатывает сценарии на случай прекращения поставок энергоносителей из россии.
480,0,"американская нефтесервисная корпорация halliburton из-за американских и европейских санкций свернет ряд контрактов в россии к 15 мая, сообщает bloomberg со ссылкой на заявление компании."
481,1,"активы «о2о» не вписываются в стратегию развития vk, которая фокусируется на соцсетях и мессенджерах, сообщил источник forbes. компании может достаться delivery club, который затем могут обменять на «новости» и «дзен»"
482,1,"vk рассматривает покупку краснодарского сервиса tvil.ru и ульяновского сервиса «суточно.ру» и планирует выйти на российский рынок онлайн-бронирования жилья, пишет издание"
483,1,"в числе потенциальных покупателей «кухни на районе» — петербургские сервисы «2 берега» и «dostaевский». в конце марта источники рбк сообщали, что vk и «сбер» рассматривают продажу сервиса в том числе «яндексу»"
484,1,"ранее американская компания заявляла об ускорении темпов выхода с росийского рынка. при этом, отмечает financial times, citi все же может сохранить лицензию на работу в россии и присуствие в стране в каком-либо виде"
485,0,"на следующей неделе евросоюз предъявит apple обвинение в нарушении антимонопольного законодательства, сообщает financial times со ссылкой на четыре источника."
486,1,при этом итальянская компания отказалась по просьбе «газпром экспорта» внести поправки в действующие контракты между сторонами
487,1,"enel — крупнейший акционер (56,43%) «энел россия», которую итальянская компания продаст за €137 млн. если сделку одобрит фас, транзакция может завершиться уже к третьему кварталу"
488,0,до этого компания приостановила в стране коммерческую активность и прекратила продажу программного обеспечения и сотрудничество с российскими оборонными предприятиями
489,0,"исключение citi и jpmorgan могут сделать только для газпромбанка и структуры московской биржи — национального клирингового центра, пишет frank media"
490,0,citi и jpmorgan закрывают корреспондентские счета российских банков
491,0,"американский производитель сетевого оборудования cisco принял решение свернуть бизнес в россии и белоруссии, сообщили reurers в компании."
492,0,"чиновники из администрации джо байдена опасаются возврадщения дональда трампа и его сторонников в twitter после покупки социальной сети илоном маском, рассказали собеседники cnbc. сам трамп ранее заявил, что делать это не намерен"
493,1,"возглавить компанию маск может после завершения сделки по ее покупке, ожидается, что это произойдет до конца года. сейчас пост гендиректора занимает параг агравал"
494,1,один из крупнейших производителей микросхем и чипов broadcom приобретет акции одного из лидирующих разработчиков программного обеспечения для виртуализации vmware
495,0,"в первом квартале этого года на фоне военной спецоперации на украине у booking.com общее число бронирований снизилось по сравнению с допандемийным 2019 годом на 9%, без учета россии, белоруссии и украины — только на 6%"
496,0,"сервис обвиняли в навязывании паритета цен на бронирование, из-за которого отелям приходилось предлагать лучшую цену на номера именно на booking. компания пыталась оспорить решение, но проиграла в судах"
497,0,"в аэропорту южно-сахалинска аварийно приземлился самолет boeing-777 авиакомпании «аэрофлот» из москвы, сообщает агентство sakhalin.info."
498,1,"на фоне сообщений о том, что twitter близка к сделке с маском, акции компании выросли на премаркете более чем на 5%"
499,1,"компания apple планирует начать выпуск ноутбуков нестандартных для компании размеров с собственными процессорами в попытке расширить свое присутствие на рынке, пишет bloomberg со ссылкой на источники, знакомые с вопросом."
500,0,apple намерена проявить осторожность и замедлить финансирование и найм сотрудников в некоторые отделы. ранее в корпорации сообщали о сложностях в связи с коронавирусными ограничениям в китае и остановками производства
501,1,"«газпром» отправил своим клиентам в европе письмо, в котором заверил, что оплата газа в рублях не будет считаться нарушением введенных против россии санкций, сообщает bloomberg."
502,0,"компании в середине 2021 года по ошибке передали адреса и номера телефонов пользователей хакерам, которые выдавали себя за сотрудников правоохранительных органов"
503,1,"prosus заявила о намерении продать avito в мае. по данным bloomberg, активом интересуется vk, а также «структура, связанная с бизнесменом владимиром потаниным». по мнению аналитиков, актив может быть оценен от 67 до 100 млрд руб."
504,1,"общее число таких компаний достигло 20. фактически оплату провели четыре импортера российского газа, от остальных клиентов платежи за апрельские поставки ожидаются позже в мае"
505,0,руководство twitter подаст иск в суд против основателя space x и tesla илона маска из-за его отказа от покупки компании в начале недели.
506,1,"vk и «сбер» ведут переговоры о продаже сервиса доставки еды delivery club, одним из вариантов сделки является продажа сервиса «яндексу», сообщили источники the bell и тасс."
507,0,"немецкая bayer пытается через суд взыскать более 400 млн руб. с российских «нативы», «фармасинтеза» и его контрагента. спор мог развернуться вокруг аналогов онкопрепарата, разработанного bayer на основе сорафениба. юристы считают, что правообладатель в лучшем случае сможет компенсировать 0,5% от общей суммы проданных дженериков. худший вариант развития событий в текущих условиях предполагает отказ фармкомпаниям из «недружественных» стран в защите интеллектуальных прав в россии «во благо общества»."
508,1,"пользователи смогут выбрать смартфон в качестве основного устройства аутентификации, после чего у них появится возможность заходить на сайты и в приложения путем биометрического сканирования или ввода pin-кода на мобильном"
509,1,"режим предназначен для небольшого количества пользователей, которые «сталкиваются с серьезными целенаправленными угрозами своей цифровой безопасности». он будет ограничивать функции ipnone, ipad, macbook pro и mac"
510,0,"единственным платежным решением для владельцев iphone в россии пока остается «сбпэй», которое большинство крупных банков до последнего времени игнорировали. при этом количество выпущенных виртуальных карт уже достигает 35 млн, а работающих в стране iphone — превышает 20 млн. однако потребительские качества сервиса все еще оставляют желать лучшего и сохраняется риск его блокировки, как это произошло с платежной системой «мир»."
511,0,"продажи ipod продолжатся до тех пор, пока остаются в наличии уже произведенные устройства, предупредили в apple. в корпорации пояснили, что функции плеера внедрены во всю линейку устройств компании"
512,1,"apple представила следующие версии операционной системы ios для различных типов устройств и вторую модель процессора. сроки запуска новых функций в россии не известны, как и то, возобновит ли apple поставки в страну"
513,1,"американская компания apple опубликовала финансовые показатели за второй квартал 2022 финансового года, который закончился 26 марта."
514,1,"стоимость бренда apple составитель рейтинга, компания kantar, оценила в $947 млрд. за ней следуют google и amazon, последний возглавлял список три предыдущих года"
515,0,"компания должна заплатить 2 млн руб. за нарушение законодательства о персональных данных. решение о штрафе суд вынес также в отношении zoom video communications, ее оштрафовали на 1 млн руб."
516,1,"alibaba group намерена провести первичное размещение своих акций на бирже в гонконге, где уже торгуют «вторичными» акциями компании. это позволит ей расширить пул инвесторов и избежать рисков делистинга с американского рынка"
517,1,"спрос на беспроводные наушники в россии, в отличие от других сегментов электроники, в первом полугодии вырос на 10–15% в штуках, утверждают ритейлеры. но до 80% продаж в низком ценовом сегменте наушников сейчас занимают копии, доля которых растет. эксперты полагают, что подобные устройства в перспективе могут в значительной степени заменить наушники известных марок."
518,0,"немецкая группа по производству спортивной обуви, одежды и аксессуаров adidas ag не планирует возобновлять коммерческую деятельность в россии в ближайшее время, сообщила тасс представитель компании."
519,1,"в 1 полугодии 2022 года станции пао ""юнипро"" увеличили производство электроэнергии на 17,1%, следует из отчетности компании. так, в январе-июне 2022 года электростанции пао ""юнипро"" выработали 26,6 млрд квт.ч электроэнергии.
увеличение выработки в 1 полугодии, связанное, главным образом, с ростом электропотребления, является продолжением тенденции, начавшейся в 1 квартале текущего года.
во второй ценовой зоне повышенный спрос на электроэнергию и снижение загрузки гидроэлектростанций существенно отразились на объемах выработки березовской грэс: в 1 полугодии текущего года она увеличилась на 85% в сравнении с аналогичным прошлогодним периодом.
дополнительным фактором роста выработки в отчетный период в певрой ценовой зоне стали загрузка парогазовых блоков шатурской грэс и сургутской грэс-2, находившихся в первом полугодии 2021 года в ремонте.
производство тепловой энергии относительно 1 полугодия 2021 года снизилось на 15% в связи с метеорологическими условиями и составило 1058,6 тыс. гкал."
520,1,"""энел россия"" сообщила об увеличении состава правления компании с 5 до 6 человек, новым членом правления избран сергей рачкин. решение принято на заседании совета директоров энергокомпании, которое состоялось 28 июля, следует из ее материалов.
помимо избранного рачкина, в состав правления входят глава компании жанна седова, заместители директора олег косменюк и михаил верещагин, а также коммерческий директор компании матвей атцени москвитин и финансовый директор нина леонова."
521,0,"""новатэк"" принял решение не публиковать финансовую отчетность и не проводить телеконференцию с инвесторами по результатам 2 квартала и 1 полугодия 2022 года. об этом говорится в сообщении компании."
522,1,"москва, 28 июл - риа новости/прайм. компания ""новатэк"" намерена передать незавершенные из-за санкций ес работы в рамках строительства мощностей для первой и второй линий завода сжиженного природного газа (спг) ""арктик спг - 2"" новым подрядчикам, сообщает газета ""коммерсант"" со ссылкой на источник, знакомый с ходом разработки проекта.
издание, ссылаясь на источники, выполнявшие контракты, сообщает, что инжиниринговые компании technip и saipem приостановили работы на проекте из-за рисков санкций. вместо них работы передадут двум новым подрядчикам - подконтрольной нипигазу nova energies, а также неизвестной рынку green energy solutions llc, зарегистрированной в оаэ.
линии сжижения газа для будущего завода ""арктик спг - 2"" строятся на верфи в мурманске на основаниях гравитационного типа (огт), которые затем будут морем транспортированы в обскую губу к месту установки на терминале ""утренний"", рядом с утренним месторождением. огт - это бетонные платформы, на которых будут размещены модули с оборудованием для сжижения газа.
издание отмечает, что изначально контракт на проектирование и отливку трех огт был заключен с компанией saren b.v.- совместным предприятием итальянской нефтесервисной saipem и турецкой renaissance heavy industries. а за проектирование и сооружение верхних строений (собственно модулей с оборудованием) отвечала французская technip. новые подрядчики будут строить и третье огт, работа над которым пока заморожена, предполагают источники газеты.
на заводе ""арктик спг - 2"" ""новатэк"" планировал построить три линии сжижения мощностью 6,6 миллиона тонн в год каждая, запуск первой линии запланирован на 2023 год, второй - на 2024 год, третьей - на 2025 год. но из-за пятого пакета санкций ес, запрещающих поставку в россию оборудования и технологий для сжижения газа, проекты ""новатэка"" столкнулись с рядом финансовых и технических сложностей. впрочем, напоминает ""коммерсант"", в июне глава ""новатэка"" леонид михельсон говорил, что компания сможет запустить завод в срок, несмотря на проблемы.
по оценке экспертов, приведённых изданием, перезаключение контрактов выглядит как возможность обеспечить плавную передачу обязательств от компаний, которые вынуждены прекратить работу из-за европейских санкций, которые запрещают только прямые договоры на поставку оборудования, но не непосредственное строительство мощностей. впрочем, проблемой всё же остаётся то, как закупить и доставить в россию необходимое оборудование в условиях этих санкций."
